Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P2ULV3412  ,1 ,0.42  ,6.18    ,1.26   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,15.46   ,3.14   ,36906.09   ,2   ,
P2ULV3413  ,1 ,0.42  ,7.45    ,1.51   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,18.63   ,3.78   ,44463.00   ,3   ,
P2ULV3414  ,1 ,0.42  ,6.54    ,1.33   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,16.35   ,3.32   ,39033.22   ,2   ,
P2ULV3415  ,1 ,0.42  ,6.03    ,1.22   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,15.07   ,3.06   ,35975.59   ,2   ,
P2ULV3416  ,1 ,0.42  ,5.83    ,1.18   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,14.57   ,2.96   ,34773.54   ,1   ,
P2ULV3417  ,1 ,0.42  ,6.17    ,1.25   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,15.42   ,3.13   ,36815.02   ,2   ,
P2ULV3418  ,1 ,0.42  ,5.93    ,1.20   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,14.82   ,3.01   ,35387.50   ,1   ,
P2ULV3419  ,1 ,0.42  ,6.34    ,1.29   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,15.86   ,3.22   ,37848.77   ,2   ,
P2ULV3420  ,1 ,0.42  ,6.03    ,1.22   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,15.07   ,3.06   ,35963.53   ,2   ,
P2ULV3421  ,1 ,0.42  ,5.00    ,1.01   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,12.50   ,2.54   ,29828.31   ,1   ,
P2ULV3422  ,1 ,0.42  ,1.89    ,0.62   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8122  ,4.72    ,1.55   ,11977.16   ,1   ,
P2ULV3423  ,3 ,0.42  ,33.94   ,6.89   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,84.85   ,17.23  ,324348.00  ,19  ,
P2ULV3424  ,1 ,0.42  ,5.54    ,1.12   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,13.85   ,2.81   ,33052.54   ,1   ,
P2ULV3425  ,1 ,0.42  ,11.54   ,2.34   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6424  ,28.86   ,5.86   ,96650.48   ,1   ,
P2ULV3426  ,1 ,0.42  ,5.84    ,1.19   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,14.60   ,2.97   ,34857.60   ,1   ,
P2ULV3427  ,1 ,0.42  ,5.01    ,1.02   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,12.51   ,2.54   ,29871.58   ,1   ,
P2ULV3428  ,1 ,0.42  ,4.90    ,1.00   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,12.26   ,2.49   ,29258.69   ,1   ,
P2ULV3429  ,1 ,0.42  ,5.31    ,1.08   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,13.27   ,2.70   ,31681.43   ,1   ,
P2ULV3430  ,1 ,0.42  ,1.05    ,0.34   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,2.62    ,0.86   ,6651.09    ,1   ,
P2ULV3431  ,1 ,0.42  ,6.47    ,1.31   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,16.18   ,3.28   ,38612.85   ,2   ,
P2ULV3432  ,1 ,0.42  ,5.81    ,1.18   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,14.53   ,2.95   ,34677.43   ,1   ,
P2ULV3433  ,1 ,0.42  ,5.33    ,1.08   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,13.32   ,2.70   ,31789.42   ,1   ,
P2ULV3434  ,1 ,0.42  ,6.30    ,1.28   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,15.75   ,3.20   ,37587.20   ,2   ,
P2ULV3435  ,1 ,0.42  ,6.37    ,1.29   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,15.91   ,3.23   ,37986.46   ,2   ,
P2ULV3436  ,1 ,0.42  ,5.74    ,1.17   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,14.35   ,2.91   ,34248.42   ,1   ,
P2ULV3437  ,1 ,0.42  ,8.15    ,1.66   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,20.38   ,4.14   ,48658.43   ,3   ,
P2ULV3438  ,1 ,0.42  ,12.14   ,2.47   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6561  ,30.36   ,6.16   ,101148.50  ,1   ,
P2ULV3439  ,1 ,0.42  ,6.02    ,1.22   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT4732 ,15.04   ,3.05   ,35908.70   ,2   ,
P2ULV3440  ,1 ,0.42  ,5.50    ,1.12   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,13.75   ,2.79   ,32827.58   ,1   ,
P2ULV3441  ,1 ,0.42  ,5.22    ,1.06   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,13.06   ,2.65   ,31176.03   ,1   ,
P2ULV3442  ,1 ,0.42  ,7.11    ,1.44   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,17.77   ,3.61   ,42414.96   ,2   ,
P2ULV3443  ,1 ,0.42  ,6.30    ,1.28   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,15.75   ,3.20   ,37600.54   ,2   ,
P2ULV3444  ,1 ,0.42  ,7.55    ,1.53   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,18.87   ,3.83   ,45033.47   ,3   ,
P2ULV3445  ,1 ,0.42  ,6.02    ,1.22   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,15.06   ,3.06   ,35942.29   ,2   ,
P2ULV3446  ,1 ,0.42  ,5.65    ,1.15   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,14.12   ,2.87   ,33699.98   ,1   ,
P2ULV3447  ,1 ,0.42  ,10.72   ,2.18   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,26.81   ,5.44   ,63993.88   ,5   ,
P2ULV3448  ,1 ,0.42  ,7.65    ,2.51   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,19.12   ,6.29   ,48576.26   ,1   ,
P2ULV3449  ,1 ,0.42  ,5.40    ,1.10   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,13.50   ,2.74   ,32235.01   ,1   ,
P2ULV3450  ,1 ,0.42  ,5.34    ,1.08   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,13.36   ,2.71   ,31882.87   ,1   ,
P2ULV3451  ,1 ,0.42  ,6.20    ,1.26   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,15.50   ,3.15   ,36994.77   ,2   ,
P2ULV3452  ,1 ,0.42  ,5.12    ,1.04   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT1587  ,12.79   ,2.60   ,30542.12   ,1   ,
P2ULV3453  ,1 ,0.42  ,3.36    ,1.11   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT1587  ,8.41    ,2.76   ,21350.94   ,1   ,
P2ULV3454  ,1 ,0.42  ,6.78    ,1.38   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT1587  ,16.94   ,3.44   ,40447.13   ,2   ,
P2ULV3455  ,1 ,0.42  ,6.36    ,1.29   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT2514  ,15.90   ,3.23   ,37963.87   ,2   ,
P2ULV3456  ,1 ,0.42  ,5.78    ,1.17   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,14.44   ,2.93   ,34465.96   ,1   ,
P2ULV3457  ,1 ,0.42  ,6.58    ,1.34   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,16.45   ,3.34   ,39260.66   ,2   ,
P2ULV3458  ,1 ,0.42  ,5.44    ,1.11   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT2514  ,13.61   ,2.76   ,32480.71   ,1   ,
P2ULV3459  ,1 ,0.42  ,1.88    ,0.38   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT2514  ,4.71    ,0.96   ,9859.12    ,1   ,
P2ULV3460  ,1 ,0.42  ,5.46    ,1.11   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT2514  ,13.64   ,2.77   ,32563.55   ,1   ,
P2ULV3461  ,1 ,0.42  ,5.50    ,1.12   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,13.76   ,2.79   ,32846.92   ,1   ,
P2ULV3462  ,1 ,0.42  ,0.95    ,0.19   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,2.38    ,0.48   ,5016.16    ,1   ,
P2ULV3463  ,1 ,0.42  ,5.85    ,1.19   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,14.63   ,2.97   ,34918.10   ,1   ,
P2ULV3464  ,1 ,0.42  ,5.29    ,1.07   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,13.22   ,2.69   ,31566.65   ,1   ,
P2ULV3465  ,1 ,0.42  ,2.10    ,0.43   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8249  ,5.25    ,1.07   ,10973.54   ,1   ,
P2ULV3466  ,1 ,0.42  ,6.46    ,1.31   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,16.16   ,3.28   ,38573.61   ,2   ,
P2ULV3467  ,1 ,0.42  ,6.39    ,1.30   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,15.98   ,3.24   ,38137.32   ,2   ,
P2ULV3468  ,1 ,0.42  ,6.55    ,1.33   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,16.37   ,3.32   ,39068.36   ,2   ,
P2ULV3469  ,1 ,0.42  ,6.14    ,1.25   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,15.34   ,3.12   ,36622.06   ,2   ,
P2ULV3470  ,1 ,0.42  ,5.96    ,1.21   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,14.89   ,3.02   ,35542.51   ,1   ,
P2ULV3471  ,1 ,0.42  ,6.72    ,1.36   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,16.81   ,3.41   ,40114.89   ,2   ,
P2ULV3472  ,1 ,0.42  ,5.67    ,1.15   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,14.18   ,2.88   ,33846.38   ,1   ,
P2ULV3473  ,1 ,0.42  ,6.18    ,1.25   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,15.45   ,3.14   ,36872.88   ,2   ,
P2ULV3474  ,1 ,0.42  ,5.27    ,1.07   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT3821  ,13.17   ,2.67   ,31441.59   ,1   ,
P2ULV3475  ,1 ,0.42  ,5.54    ,1.13   ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT3821  ,13.86   ,2.81   ,33086.99   ,1   ,
P2ULV3476  ,1 ,0.42  ,6.55    ,1.33   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8082  ,16.38   ,3.33   ,39090.70   ,2   ,
P2ULV3477  ,1 ,0.42  ,6.50    ,1.32   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8082  ,16.25   ,3.30   ,38781.00   ,2   ,
P2ULV3478  ,1 ,0.42  ,5.68    ,1.15   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8082  ,14.20   ,2.88   ,33894.77   ,1   ,
P2ULV3479  ,1 ,0.42  ,6.42    ,1.30   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8082  ,16.05   ,3.26   ,38309.70   ,2   ,
P2ULV3480  ,1 ,0.42  ,6.32    ,1.28   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8082  ,15.81   ,3.21   ,37733.16   ,2   ,
P2ULV3481  ,1 ,0.42  ,6.24    ,1.27   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8082  ,15.60   ,3.17   ,37242.10   ,2   ,
P2ULV3482  ,1 ,0.42  ,5.86    ,1.19   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT7925  ,14.65   ,2.98   ,34976.09   ,1   ,
P2ULV3483  ,1 ,0.42  ,5.91    ,1.20   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8082  ,14.76   ,3.00   ,35243.95   ,1   ,
P2ULV3484  ,1 ,0.42  ,15.92   ,3.23   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8512  ,39.79   ,8.08   ,94979.27   ,9   ,
P2ULV3485  ,1 ,0.42  ,5.74    ,1.17   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8512  ,14.35   ,2.91   ,34250.29   ,1   ,
P2ULV3486  ,1 ,0.42  ,7.68    ,1.56   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8082  ,19.20   ,3.90   ,45834.19   ,3   ,
P2ULV3487  ,1 ,0.42  ,6.04    ,1.23   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT106   ,15.11   ,3.07   ,36061.53   ,2   ,
P2ULV3488  ,1 ,0.42  ,8.49    ,1.72   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,21.22   ,4.31   ,73249.98   ,1   ,
P2ULV3489  ,1 ,0.42  ,6.04    ,1.23   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,15.10   ,3.07   ,52137.10   ,1   ,
P2ULV3490  ,1 ,0.42  ,5.28    ,1.07   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,13.19   ,2.68   ,45540.64   ,1   ,
P2ULV3491  ,1 ,0.42  ,5.70    ,1.16   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT106   ,14.26   ,2.90   ,34033.49   ,1   ,
P2ULV3492  ,1 ,0.42  ,5.36    ,1.09   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT106   ,13.40   ,2.72   ,31984.66   ,1   ,
P2ULV3493  ,1 ,0.42  ,5.72    ,1.16   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT106   ,14.31   ,2.90   ,34148.35   ,1   ,
P2ULV3494  ,1 ,0.42  ,4.02    ,0.82   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT7925  ,10.04   ,2.04   ,38379.39   ,2   ,
P2ULV3495  ,1 ,0.42  ,4.84    ,0.98   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT7925  ,12.10   ,2.46   ,28873.65   ,1   ,
P2ULV3496  ,1 ,0.42  ,8.20    ,1.66   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT7925  ,20.49   ,4.16   ,48913.69   ,3   ,
P2ULV3497  ,1 ,0.42  ,5.24    ,1.06   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT3567  ,13.10   ,2.66   ,31275.65   ,1   ,
P2ULV3498  ,1 ,0.42  ,5.83    ,1.18   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT3567  ,14.57   ,2.96   ,34789.85   ,1   ,
P2ULV3499  ,1 ,0.42  ,6.33    ,1.29   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT3567  ,15.83   ,3.22   ,37797.29   ,2   ,
P2ULV3500  ,1 ,0.42  ,5.58    ,1.13   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7295  ,13.95   ,2.83   ,33302.87   ,1   ,
P2ULV3501  ,1 ,0.42  ,5.44    ,1.10   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7295  ,13.60   ,2.76   ,32456.90   ,1   ,
P2ULV3502  ,1 ,0.42  ,5.24    ,1.06   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7295  ,13.11   ,2.66   ,31290.05   ,1   ,
P2ULV3503  ,1 ,0.42  ,5.05    ,1.03   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT7925  ,12.63   ,2.56   ,30145.33   ,1   ,
P2ULV3504  ,1 ,0.42  ,5.08    ,1.03   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT7925  ,12.69   ,2.58   ,30290.31   ,1   ,
P2ULV3505  ,1 ,0.42  ,6.05    ,1.23   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT7925  ,15.12   ,3.07   ,36099.06   ,2   ,
P2ULV3506  ,1 ,0.42  ,5.72    ,1.16   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT7925  ,14.30   ,2.90   ,34136.05   ,1   ,
P2ULV3507  ,1 ,0.42  ,5.83    ,1.18   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7295  ,14.58   ,2.96   ,34803.24   ,1   ,
P2ULV3508  ,1 ,0.42  ,2.85    ,0.94   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,7.13    ,2.34   ,18120.43   ,1   ,
P2ULV3509  ,1 ,0.42  ,5.94    ,1.21   ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT3567  ,14.85   ,3.02   ,35445.80   ,1   ,
P2ULV3510  ,1 ,0.42  ,4.50    ,1.48   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT2008  ,11.25   ,3.70   ,28584.57   ,1   ,
P2ULV3511  ,1 ,0.42  ,5.30    ,1.08   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT2008  ,13.26   ,2.69   ,31644.95   ,1   ,
P2ULV3512  ,1 ,0.42  ,7.34    ,1.49   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,18.35   ,3.73   ,43791.22   ,3   ,
P2ULV3513  ,3 ,0.42  ,176.87  ,35.91  ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,442.16  ,89.79  ,1647915.00 ,1   ,
P2ULV3514  ,1 ,0.42  ,6.40    ,1.30   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,16.00   ,3.25   ,38188.97   ,2   ,
P2ULV3515  ,1 ,0.42  ,5.20    ,1.05   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,12.99   ,2.64   ,31004.54   ,1   ,
P2ULV3516  ,1 ,0.42  ,5.56    ,1.13   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,13.91   ,2.82   ,33197.30   ,1   ,
P2ULV3517  ,1 ,0.42  ,7.34    ,1.49   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,18.35   ,3.73   ,43793.22   ,3   ,
P2ULV3518  ,1 ,0.42  ,6.31    ,1.28   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,15.77   ,3.20   ,37644.82   ,2   ,
P2ULV3519  ,1 ,0.42  ,5.70    ,1.16   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,14.24   ,2.89   ,33992.57   ,1   ,
P2ULV3520  ,1 ,0.42  ,6.32    ,1.28   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,15.80   ,3.21   ,37712.48   ,2   ,
P2ULV3521  ,1 ,0.42  ,6.02    ,1.22   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,15.05   ,3.06   ,35933.31   ,2   ,
P2ULV3522  ,1 ,0.42  ,6.28    ,1.28   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT2008  ,15.70   ,3.19   ,37487.52   ,2   ,
P2ULV3523  ,1 ,0.42  ,5.56    ,1.13   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT2008  ,13.91   ,2.82   ,33198.40   ,1   ,
P2ULV3524  ,1 ,0.42  ,5.99    ,1.22   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT2008  ,14.97   ,3.04   ,35726.97   ,2   ,
P2ULV3525  ,1 ,0.42  ,5.57    ,1.13   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT2008  ,13.94   ,2.83   ,33268.45   ,1   ,
P2ULV3526  ,1 ,0.42  ,5.18    ,1.05   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,12.96   ,2.63   ,30938.72   ,1   ,
P2ULV3527  ,1 ,0.42  ,6.43    ,1.30   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT3884  ,16.06   ,3.26   ,38344.84   ,2   ,
P2ULV3528  ,1 ,0.42  ,6.67    ,1.35   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,16.67   ,3.39   ,39797.66   ,2   ,
P2ULV3529  ,1 ,0.42  ,8.12    ,1.65   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT2008  ,20.30   ,4.12   ,77604.45   ,3   ,
P2ULV3530  ,1 ,0.42  ,5.16    ,1.05   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7295  ,12.90   ,2.62   ,30798.55   ,1   ,
P2ULV3531  ,1 ,0.42  ,7.04    ,1.43   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT2008  ,17.61   ,3.58   ,60787.39   ,1   ,
P2ULV3532  ,1 ,0.42  ,4.07    ,0.83   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT2008  ,10.17   ,2.06   ,23402.34   ,1   ,
P2ULV3533  ,1 ,0.42  ,5.22    ,1.06   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,13.05   ,2.65   ,31155.44   ,1   ,
P2ULV3534  ,1 ,0.42  ,4.82    ,0.98   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,12.05   ,2.45   ,28764.45   ,1   ,
P2ULV3535  ,1 ,0.42  ,5.10    ,1.04   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,12.76   ,2.59   ,30448.34   ,1   ,
P2ULV3536  ,1 ,0.42  ,4.59    ,0.93   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,11.46   ,2.33   ,27166.32   ,1   ,
P2ULV3537  ,1 ,0.42  ,5.07    ,1.03   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,12.67   ,2.57   ,30245.16   ,1   ,
P2ULV3538  ,1 ,0.42  ,4.97    ,1.01   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,12.43   ,2.52   ,29660.33   ,1   ,
P2ULV3539  ,1 ,0.42  ,7.09    ,1.44   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,17.72   ,3.60   ,42297.19   ,2   ,
P2ULV3540  ,1 ,0.42  ,5.40    ,1.10   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,13.51   ,2.74   ,32239.27   ,1   ,
P2ULV3541  ,1 ,0.42  ,11.99   ,2.43   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,29.97   ,6.08   ,114550.90  ,5   ,
P2ULV3542  ,1 ,0.42  ,1.93    ,0.39   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,4.83    ,0.98   ,10117.55   ,1   ,
P2ULV3543  ,1 ,0.42  ,5.20    ,1.06   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,12.99   ,2.64   ,31017.87   ,1   ,
P2ULV3544  ,1 ,0.42  ,5.54    ,1.13   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,13.86   ,2.81   ,33076.52   ,1   ,
P2ULV3545  ,1 ,0.42  ,5.70    ,1.16   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT3455 ,14.26   ,2.90   ,34037.39   ,1   ,
P2ULV3546  ,1 ,0.42  ,1.23    ,0.25   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT3455 ,3.07    ,0.62   ,6455.56    ,1   ,
P2ULV3547  ,1 ,0.42  ,5.21    ,1.06   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT3455 ,13.02   ,2.64   ,31086.76   ,1   ,
P2ULV3548  ,1 ,0.42  ,12.12   ,2.46   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT4732 ,30.31   ,6.15   ,115863.50  ,5   ,
P2ULV3549  ,1 ,0.42  ,2.37    ,0.48   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,5.92    ,1.20   ,12366.05   ,1   ,
P2ULV3550  ,1 ,0.42  ,4.99    ,1.01   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,12.47   ,2.53   ,29770.96   ,1   ,
P2ULV3551  ,1 ,0.42  ,5.54    ,1.13   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,13.86   ,2.81   ,33075.67   ,1   ,
P2ULV3552  ,1 ,0.42  ,6.20    ,1.26   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,15.50   ,3.15   ,36998.21   ,2   ,
P2ULV3553  ,1 ,0.42  ,6.20    ,1.26   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,15.51   ,3.15   ,37019.00   ,2   ,
P2ULV3554  ,1 ,0.42  ,3.37    ,0.68   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,8.43    ,1.71   ,18360.57   ,1   ,
P2ULV3555  ,1 ,0.42  ,6.49    ,1.32   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,16.23   ,3.30   ,38748.50   ,2   ,
P2ULV3556  ,1 ,0.42  ,7.49    ,1.52   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,18.71   ,3.80   ,44669.68   ,3   ,
P2ULV3557  ,1 ,0.42  ,6.19    ,1.26   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,15.46   ,3.14   ,36912.27   ,2   ,
P2ULV3558  ,1 ,0.42  ,4.99    ,1.01   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT4740  ,12.46   ,2.53   ,29753.28   ,1   ,
P2ULV3559  ,1 ,0.42  ,5.77    ,1.17   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,14.44   ,2.93   ,34461.39   ,1   ,
P2ULV3560  ,1 ,0.42  ,5.06    ,1.03   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT4740  ,12.64   ,2.57   ,30173.07   ,1   ,
P2ULV3561  ,1 ,0.42  ,6.66    ,1.35   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,16.65   ,3.38   ,39741.86   ,2   ,
P2ULV3562  ,1 ,0.42  ,0.81    ,0.27   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT4740  ,2.03    ,0.67   ,5168.66    ,1   ,
P2ULV3563  ,1 ,0.42  ,6.16    ,1.25   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,15.41   ,3.13   ,36786.22   ,2   ,
P2ULV3564  ,1 ,0.42  ,6.18    ,1.26   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,15.46   ,3.14   ,36900.13   ,2   ,
P2ULV3565  ,1 ,0.42  ,2.52    ,0.83   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,6.30    ,2.07   ,16010.90   ,1   ,
