Node,Subest,Feeder,
P1RDM3866   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM3867   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM3872   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM3883   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM3884   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM3899   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM3907   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM3920   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM3921   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM3925   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM3926   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,
P1RDM3927   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,
P1RDM3928   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,
P1RDM3930   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,
P1RDM3931   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,
P1RDM3932   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,
P1RDM3933   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM3935   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM3937   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM3945   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM3952   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM3955   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM3957   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM3958   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM3960   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM3961   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM3964   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,
P1RDM3965   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,
P1RDM3967   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,
P1RDM3971   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,
P1RDM3972   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,
P1RDM3973   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,
P1RDM3978   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,
P1RDM3985   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM3987   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM3988   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM3993   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,
P1RDM3994   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,
P1RDM3997   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,
P1RDM3998   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,
P1RDM4000   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT6999 ,
P1RDM4002   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT6999 ,
P1RDM4013   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,
P1RDM4014   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,
P1RDM4016   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,
P1RDM4018   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,
P1RDM4030   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,
P1RDM4032   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4033   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4034   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4035   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4037   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4040   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,
P1RDM4041   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,
P1RDM4045   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,
P1RDM4047   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,
P1RDM4048   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4050   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4051   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4053   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,
P1RDM4054   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,
P1RDM4055   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,
P1RDM4057   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,
P1RDM4060   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4061   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4080   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,
P1RDM4081   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,
P1RDM4082   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,
P1RDM4092   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,
P1RDM4099   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,
P1RDM4103   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,
P1RDM4104   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM4105   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM4110   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM4119   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,
P1RDM4120   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,
P1RDM4130   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4131   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4136   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4137   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4138   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4141   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4150   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM4152   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM4154   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM4156   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM4157   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM4159   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,
P1RDM4160   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,
P1RDM4177   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,
P1RDM4178   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,
P1RDM4183   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,
P1RDM4184   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,
P1RDM4186   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,
P1RDM4187   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4188   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4197   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,
P1RDM4198   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,
P1RDM4200   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,
P1RDM4201   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,
P1RDM4202   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,
P1RDM4203   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,
P1RDM4214   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,
P1RDM4215   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,
P1RDM4218   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,
P1RDM4219   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,
P1RDM4221   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM4222   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM4228   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,
P1RDM4229   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,
P1RDM4256   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,
P1RDM4261   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,
P1RDM4262   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,
P1RDM4268   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,
P1RDM4275   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,
P1RDM4276   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,
P1RDM4280   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,
P1RDM4298   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,
P1RDM4299   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,
P1RDM4304   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,
P1RDM4305   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,
P1RDM4322   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,
P1RDM4323   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,
P1RDM4339   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4340   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4341   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4342   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4343   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4345   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4347   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4349   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4353   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4355   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,
P1RDM4356   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,
P1RDM4357   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,
P1RDM4360   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4373   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM4375   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM4376   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM4402   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM4405   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM4409   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM4411   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM4412   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM4417   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM4418   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM4421   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM4427   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4428   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4430   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4432   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4433   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4434   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4436   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4437   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4442   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM4443   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM4444   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM4456   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,
P1RDM4457   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,
P1RDM4458   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,
P1RDM4459   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,
P1RDM4461   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,
P1RDM4462   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,
P1RDM4471   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM4473   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,
P1RDM4478   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,
P1RDM4489   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,
P1RDM4490   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,
P1RDM4491   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT7669 ,
P1RDM4492   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT7669 ,
P1RDM4497   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4498   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4501   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4505   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,
P1RDM4506   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,
P1RDM4511   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4516   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,
P1RDM4519   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,
P1RDM4529   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,
P1RDM4530   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,
P1RDM4531   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,
P1RDM4533   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,
P1RDM4539   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,
P1RDM4541   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,
P1RDM4542   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,
P1RDM4543   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,
P1RDM4544   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,
P1RDM4546   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,
P1RDM4559   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,
P1RDM4577   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,
P1RDM4586   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,
P1RDM4587   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,
P1RDM4588   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,
P1RDM4592   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,
P1RDM4593   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,
P1RDM4595   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,
P1RDM4599   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM4600   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM4601   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM4603   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,
P1RDM4605   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM4606   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM4614   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,
P1RDM4615   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,
P1RDM4616   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,
P1RDM4622   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM4634   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,
P1RDM4638   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,
P1RDM4639   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,
P1RDM4645   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4646   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4648   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4654   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM4655   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM4656   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM4657   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM4661   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,
P1RDM4665   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,
P1RDM4666   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,
P1RDM4669   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,
P1RDM4670   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,
P1RDM4673   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,
P1RDM4675   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,
P1RDM4680   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,
P1RDM4681   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,
P1RDM4682   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,
P1RDM4683   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,
P1RDM4685   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,
P1RDM4691   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5851 ,
P1RDM4692   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5851 ,
P1RDM4693   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5851 ,
P1RDM4697   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,
P1RDM4699   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,
P1RDM4700   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,
P1RDM4701   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,
P1RDM4710   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,
P1RDM4715   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,
P1RDM4719   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,
P1RDM4734   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,
P1RDM4735   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,
P1RDM4749   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,
P1RDM4757   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,
P1RDM4768   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,
P1RDM4772   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4775   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,
P1RDM4776   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,
P1RDM4782   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM4784   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,
P1RDM4789   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM4790   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM4792   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,
P1RDM4794   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,
P1RDM4795   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,
P1RDM4800   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM4804   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM4805   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM4808   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM4809   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM4810   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM4813   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4816   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,
P1RDM4818   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,
P1RDM4823   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,
P1RDM4824   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,
P1RDM4825   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,
P1RDM4826   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM4827   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM4834   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,
P1RDM4839   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM4841   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM4849   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,
P1RDM4850   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,
P1RDM4851   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,
P1RDM4856   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM4858   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,
P1RDM4865   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,
P1RDM4866   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,
P1RDM4869   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,
P1RDM4870   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,
P1RDM4874   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,
P1RDM4875   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,
P1RDM4901   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4902   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4906   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4915   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4916   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4917   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4918   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,
P1RDM4940   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,
P1RDM4942   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,
P1RDM4946   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,
P1RDM4950   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,
P1RDM4951   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,
P1RDM4960   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,
P1RDM4965   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,
P1RDM4980   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM4988   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4990   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM4991   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,
P1RDM5001   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,
P1RDM5003   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,
P1RDM5009   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM5010   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,
P1RDM5013   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,
P1RDM5014   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,
P1RDM5033   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM5034   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,
P1RDM5038   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM5039   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
P1RDM5047   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,
