Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P1RLV810   ,1 ,0.42  ,5.40    ,1.10   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,13.51   ,2.74   ,32249.42   ,1  ,
P1RLV811   ,1 ,0.42  ,5.07    ,1.03   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,12.67   ,2.57   ,30236.36   ,1  ,
P1RLV812   ,1 ,0.42  ,1.64    ,0.54   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,4.11    ,1.35   ,10441.26   ,1  ,
P1RLV813   ,3 ,0.42  ,24.80   ,5.04   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,62.01   ,12.59  ,191131.80  ,1  ,
P1RLV814   ,1 ,0.42  ,5.00    ,1.64   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,12.49   ,4.11   ,31726.03   ,1  ,
P1RLV815   ,1 ,0.42  ,6.53    ,1.33   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,16.31   ,3.31   ,38943.54   ,2  ,
P1RLV816   ,1 ,0.42  ,6.06    ,1.23   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,15.16   ,3.08   ,36176.77   ,2  ,
P1RLV817   ,1 ,0.42  ,6.14    ,1.25   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,15.35   ,3.12   ,36642.29   ,2  ,
P1RLV818   ,1 ,0.42  ,7.31    ,1.48   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,18.28   ,3.71   ,43640.43   ,3  ,
P1RLV819   ,1 ,0.42  ,4.12    ,0.84   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,10.30   ,2.09   ,23794.91   ,1  ,
P1RLV820   ,1 ,0.42  ,5.36    ,1.09   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,13.39   ,2.72   ,31959.35   ,1  ,
P1RLV821   ,1 ,0.42  ,2.91    ,0.96   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,7.27    ,2.39   ,18458.17   ,1  ,
P1RLV822   ,1 ,0.42  ,10.37   ,2.11   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,25.93   ,5.27   ,87824.63   ,1  ,
P1RLV823   ,1 ,0.42  ,3.85    ,1.26   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,9.62    ,3.16   ,24429.46   ,1  ,
P1RLV824   ,1 ,0.42  ,2.10    ,0.43   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,5.25    ,1.07   ,10985.19   ,1  ,
P1RLV825   ,1 ,0.42  ,5.43    ,1.10   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,13.56   ,2.75   ,32375.93   ,1  ,
P1RLV826   ,1 ,0.42  ,7.46    ,1.51   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,18.64   ,3.79   ,44496.42   ,3  ,
P1RLV827   ,1 ,0.42  ,1.11    ,0.36   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,2.77    ,0.91   ,7040.01    ,1  ,
P1RLV828   ,1 ,0.42  ,3.25    ,0.66   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,8.13    ,1.65   ,17487.15   ,1  ,
P1RLV829   ,1 ,0.42  ,2.30    ,0.47   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,5.75    ,1.17   ,12010.56   ,1  ,
P1RLV830   ,1 ,0.42  ,6.94    ,1.41   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,17.34   ,3.52   ,41396.05   ,2  ,
P1RLV831   ,1 ,0.42  ,7.09    ,1.44   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,17.73   ,3.60   ,42328.24   ,2  ,
P1RLV832   ,1 ,0.42  ,7.75    ,1.57   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,19.38   ,3.94   ,46269.99   ,3  ,
P1RLV833   ,1 ,0.42  ,8.26    ,1.68   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,20.66   ,4.19   ,49305.64   ,3  ,
P1RLV834   ,1 ,0.42  ,5.27    ,1.07   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,13.19   ,2.68   ,31477.47   ,1  ,
P1RLV835   ,1 ,0.42  ,5.17    ,1.05   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,12.93   ,2.63   ,30870.94   ,1  ,
P1RLV836   ,1 ,0.42  ,3.42    ,0.69   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,8.55    ,1.74   ,18704.84   ,1  ,
P1RLV837   ,1 ,0.42  ,4.83    ,1.59   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,12.09   ,3.97   ,30701.13   ,1  ,
P1RLV838   ,1 ,0.42  ,5.20    ,1.06   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,13.00   ,2.64   ,31031.23   ,1  ,
P1RLV839   ,1 ,0.42  ,18.84   ,6.19   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,47.10   ,15.48  ,119641.10  ,1  ,
P1RLV840   ,1 ,0.42  ,7.25    ,1.47   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT6999 ,18.13   ,3.68   ,43285.20   ,2  ,
P1RLV841   ,1 ,0.42  ,3.10    ,1.02   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT6999 ,7.76    ,2.55   ,19708.39   ,1  ,
P1RLV842   ,1 ,0.42  ,0.67    ,0.22   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5851 ,1.67    ,0.55   ,4241.86    ,1  ,
P1RLV843   ,1 ,0.42  ,5.51    ,1.12   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5851 ,13.77   ,2.80   ,32872.25   ,1  ,
P1RLV844   ,1 ,0.42  ,5.46    ,1.11   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,13.64   ,2.77   ,32568.25   ,1  ,
P1RLV845   ,1 ,0.42  ,5.08    ,1.03   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,12.69   ,2.58   ,30291.22   ,1  ,
P1RLV846   ,1 ,0.42  ,5.65    ,1.15   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,14.13   ,2.87   ,33728.05   ,1  ,
P1RLV847   ,1 ,0.42  ,5.93    ,1.20   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,14.83   ,3.01   ,35404.11   ,1  ,
P1RLV848   ,1 ,0.42  ,5.13    ,1.04   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,12.83   ,2.60   ,30617.88   ,1  ,
P1RLV849   ,1 ,0.42  ,8.21    ,1.67   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,20.54   ,4.17   ,49019.87   ,3  ,
P1RLV850   ,1 ,0.42  ,2.79    ,0.57   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,6.98    ,1.42   ,14554.61   ,1  ,
P1RLV851   ,1 ,0.42  ,5.45    ,1.11   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,13.63   ,2.77   ,32528.14   ,1  ,
P1RLV852   ,1 ,0.42  ,5.10    ,1.04   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT7669 ,12.75   ,2.59   ,30441.56   ,1  ,
P1RLV853   ,1 ,0.42  ,3.93    ,1.29   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,9.82    ,3.23   ,24935.27   ,1  ,
P1RLV854   ,1 ,0.42  ,5.55    ,1.13   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,13.88   ,2.82   ,33136.95   ,1  ,
P1RLV855   ,1 ,0.42  ,5.42    ,1.10   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,13.56   ,2.75   ,32373.67   ,1  ,
P1RLV856   ,1 ,0.42  ,1.68    ,0.55   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,4.20    ,1.38   ,10674.68   ,1  ,
P1RLV857   ,1 ,0.42  ,2.36    ,0.48   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,5.91    ,1.20   ,12333.84   ,1  ,
P1RLV858   ,1 ,0.42  ,3.34    ,0.68   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,8.35    ,1.70   ,31921.55   ,1  ,
P1RLV859   ,1 ,0.42  ,1.85    ,0.61   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,4.63    ,1.52   ,11767.22   ,1  ,
P1RLV860   ,1 ,0.42  ,2.01    ,0.66   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,5.02    ,1.65   ,12762.51   ,1  ,
P1RLV861   ,1 ,0.42  ,5.64    ,1.15   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,14.11   ,2.86   ,33673.06   ,1  ,
P1RLV862   ,1 ,0.42  ,1.91    ,0.63   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,4.77    ,1.57   ,12120.18   ,1  ,
P1RLV863   ,1 ,0.42  ,5.09    ,1.03   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,12.71   ,2.58   ,30347.25   ,1  ,
P1RLV864   ,1 ,0.42  ,6.42    ,1.30   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,16.05   ,3.26   ,38317.16   ,2  ,
P1RLV865   ,1 ,0.42  ,1.35    ,0.27   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,3.37    ,0.68   ,7085.58    ,1  ,
P1RLV866   ,1 ,0.42  ,5.22    ,1.06   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,13.05   ,2.65   ,31144.96   ,1  ,
P1RLV867   ,1 ,0.42  ,5.08    ,1.03   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,12.69   ,2.58   ,30286.86   ,1  ,
P1RLV868   ,1 ,0.42  ,5.30    ,1.08   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,13.25   ,2.69   ,31628.02   ,1  ,
P1RLV869   ,1 ,0.42  ,1.09    ,0.36   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,2.72    ,0.89   ,6916.13    ,1  ,
P1RLV870   ,1 ,0.42  ,3.70    ,1.21   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,9.24    ,3.04   ,23471.08   ,1  ,
P1RLV871   ,1 ,0.42  ,4.10    ,0.83   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,10.25   ,2.08   ,23638.77   ,1  ,
P1RLV872   ,1 ,0.42  ,2.12    ,0.70   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,5.31    ,1.75   ,13493.57   ,1  ,
P1RLV873   ,1 ,0.42  ,5.76    ,1.17   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,14.41   ,2.93   ,34397.69   ,1  ,
P1RLV874   ,1 ,0.42  ,5.40    ,1.10   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,13.51   ,2.74   ,32245.95   ,1  ,
P1RLV875   ,1 ,0.42  ,0.65    ,0.21   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,1.61    ,0.53   ,4100.44    ,1  ,
P1RLV876   ,1 ,0.42  ,7.85    ,1.59   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,19.62   ,3.98   ,46840.11   ,3  ,
P1RLV877   ,1 ,0.42  ,6.14    ,2.02   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,15.34   ,5.04   ,38976.19   ,1  ,
P1RLV878   ,1 ,0.42  ,5.47    ,1.11   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,13.67   ,2.78   ,32631.40   ,1  ,
P1RLV879   ,1 ,0.42  ,3.43    ,0.70   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,8.58    ,1.74   ,18794.17   ,1  ,
P1RLV880   ,1 ,0.42  ,2.98    ,0.98   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,7.46    ,2.45   ,18946.22   ,1  ,
P1RLV881   ,1 ,0.42  ,5.26    ,1.07   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,13.15   ,2.67   ,31387.82   ,1  ,
P1RLV882   ,1 ,0.42  ,4.05    ,0.82   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,10.14   ,2.06   ,23316.61   ,1  ,
P1RLV883   ,1 ,0.42  ,5.12    ,1.04   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,12.81   ,2.60   ,30577.51   ,1  ,
P1RLV884   ,1 ,0.42  ,5.30    ,1.08   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,13.26   ,2.69   ,31646.81   ,1  ,
P1RLV885   ,1 ,0.42  ,5.90    ,1.20   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,14.74   ,2.99   ,35186.56   ,1  ,
P1RLV886   ,1 ,0.42  ,4.86    ,0.99   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,12.15   ,2.47   ,29004.15   ,1  ,
P1RLV887   ,1 ,0.42  ,4.76    ,1.56   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,11.89   ,3.91   ,30202.10   ,1  ,
P1RLV888   ,1 ,0.42  ,3.48    ,1.14   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,8.70    ,2.86   ,22091.38   ,1  ,
P1RLV889   ,1 ,0.42  ,5.70    ,1.16   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,14.25   ,2.89   ,34007.20   ,1  ,
P1RLV890   ,3 ,0.42  ,51.07   ,10.37  ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,127.68  ,25.93  ,393569.30  ,1  ,
P1RLV891   ,3 ,0.42  ,53.51   ,10.87  ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,133.77  ,27.16  ,412324.20  ,1  ,
P1RLV892   ,1 ,0.42  ,5.55    ,1.13   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,13.87   ,2.82   ,33101.03   ,1  ,
P1RLV893   ,1 ,0.42  ,5.59    ,1.14   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,13.98   ,2.84   ,33361.90   ,1  ,
P1RLV894   ,1 ,0.42  ,4.80    ,0.97   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,12.00   ,2.44   ,28637.33   ,1  ,
P1RLV895   ,1 ,0.42  ,5.10    ,1.03   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,12.74   ,2.59   ,30410.49   ,1  ,
P1RLV896   ,1 ,0.42  ,17.40   ,5.72   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,43.50   ,14.30  ,110491.20  ,1  ,
P1RLV897   ,1 ,0.42  ,1.64    ,0.54   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,4.10    ,1.35   ,10409.83   ,1  ,
P1RLV898   ,1 ,0.42  ,5.16    ,1.05   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,12.89   ,2.62   ,30780.62   ,1  ,
P1RLV899   ,1 ,0.42  ,5.47    ,1.11   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,13.68   ,2.78   ,32644.97   ,1  ,
P1RLV900   ,1 ,0.42  ,7.35    ,1.49   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,18.37   ,3.73   ,43845.46   ,3  ,
P1RLV901   ,1 ,0.42  ,7.73    ,1.57   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,19.33   ,3.92   ,46133.49   ,3  ,
P1RLV902   ,1 ,0.42  ,6.82    ,1.38   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,17.05   ,3.46   ,40700.37   ,2  ,
P1RLV903   ,1 ,0.42  ,5.32    ,1.08   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,13.29   ,2.70   ,31735.50   ,1  ,
P1RLV904   ,1 ,0.42  ,3.98    ,1.31   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,9.96    ,3.27   ,25290.95   ,1  ,
P1RLV905   ,1 ,0.42  ,2.77    ,0.56   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,6.93    ,1.41   ,14452.72   ,1  ,
P1RLV906   ,1 ,0.42  ,3.07    ,1.01   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,7.68    ,2.52   ,19504.45   ,1  ,
P1RLV907   ,1 ,0.42  ,5.37    ,1.09   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,13.43   ,2.73   ,32052.99   ,1  ,
P1RLV908   ,1 ,0.42  ,4.45    ,0.90   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,11.13   ,2.26   ,26205.45   ,1  ,
P1RLV909   ,1 ,0.42  ,5.28    ,1.07   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,13.21   ,2.68   ,31535.83   ,1  ,
P1RLV910   ,1 ,0.42  ,5.14    ,1.04   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,12.84   ,2.61   ,30647.40   ,1  ,
P1RLV911   ,1 ,0.42  ,4.81    ,0.98   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,12.02   ,2.44   ,28689.95   ,1  ,
P1RLV912   ,1 ,0.42  ,2.45    ,0.50   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,6.13    ,1.24   ,12790.87   ,1  ,
P1RLV913   ,1 ,0.42  ,5.34    ,1.08   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,13.35   ,2.71   ,31869.91   ,1  ,
P1RLV914   ,1 ,0.42  ,3.89    ,0.79   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,9.72    ,1.97   ,22094.52   ,1  ,
P1RLV915   ,1 ,0.42  ,5.16    ,1.05   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,12.91   ,2.62   ,30819.82   ,1  ,
P1RLV916   ,1 ,0.42  ,3.86    ,0.78   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,9.65    ,1.96   ,21903.37   ,1  ,
P1RLV917   ,1 ,0.42  ,5.19    ,1.05   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,12.99   ,2.64   ,30999.64   ,1  ,
P1RLV918   ,1 ,0.42  ,5.43    ,1.10   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,13.58   ,2.76   ,32419.98   ,1  ,
P1RLV919   ,1 ,0.42  ,3.58    ,0.73   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,8.96    ,1.82   ,19898.17   ,1  ,
P1RLV920   ,1 ,0.42  ,5.78    ,1.17   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,14.46   ,2.94   ,34516.80   ,1  ,
P1RLV921   ,3 ,0.42  ,45.28   ,9.19   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,113.20  ,22.99  ,553022.80  ,1  ,
P1RLV922   ,3 ,0.42  ,27.26   ,5.54   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,68.15   ,13.84  ,260527.50  ,12 ,
P1RLV923   ,1 ,0.42  ,5.40    ,1.10   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,13.50   ,2.74   ,32230.93   ,1  ,
P1RLV924   ,1 ,0.42  ,5.43    ,1.10   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,13.59   ,2.76   ,32431.19   ,1  ,
P1RLV925   ,1 ,0.42  ,5.86    ,1.19   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,14.66   ,2.98   ,34989.29   ,1  ,
P1RLV926   ,1 ,0.42  ,6.45    ,1.31   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,16.13   ,3.28   ,38504.12   ,2  ,
P1RLV927   ,1 ,0.42  ,4.05    ,1.33   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,10.13   ,3.33   ,25724.58   ,1  ,
P1RLV928   ,1 ,0.42  ,1.43    ,0.47   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,3.58    ,1.18   ,9100.49    ,1  ,
P1RLV929   ,1 ,0.42  ,5.49    ,1.12   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,13.73   ,2.79   ,32775.64   ,1  ,
P1RLV930   ,1 ,0.42  ,7.56    ,1.54   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,18.91   ,3.84   ,45133.55   ,3  ,
P1RLV931   ,1 ,0.42  ,7.73    ,1.57   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,19.32   ,3.92   ,46126.29   ,3  ,
P1RLV932   ,1 ,0.42  ,5.88    ,1.19   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,14.69   ,2.98   ,35077.65   ,1  ,
P1RLV933   ,1 ,0.42  ,4.90    ,0.99   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,12.24   ,2.49   ,29221.60   ,1  ,
P1RLV934   ,1 ,0.42  ,6.82    ,1.39   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,17.06   ,3.46   ,40725.42   ,2  ,
P1RLV935   ,1 ,0.42  ,5.59    ,1.14   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,13.99   ,2.84   ,33388.73   ,1  ,
P1RLV936   ,1 ,0.42  ,4.99    ,1.01   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,12.48   ,2.53   ,29796.29   ,1  ,
P1RLV937   ,1 ,0.42  ,3.57    ,0.73   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,8.93    ,1.81   ,19819.20   ,1  ,
P1RLV938   ,1 ,0.42  ,6.69    ,1.36   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,16.72   ,3.39   ,39907.70   ,2  ,
P1RLV939   ,1 ,0.42  ,4.32    ,0.88   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,10.80   ,2.19   ,25234.27   ,1  ,
P1RLV940   ,1 ,0.42  ,4.75    ,0.97   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,11.88   ,2.41   ,28368.55   ,1  ,
P1RLV941   ,1 ,0.42  ,6.86    ,1.39   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,17.16   ,3.48   ,40960.23   ,2  ,
P1RLV942   ,1 ,0.42  ,8.09    ,1.64   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,20.23   ,4.11   ,48288.38   ,3  ,
P1RLV943   ,3 ,0.42  ,35.32   ,7.17   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,88.31   ,17.93  ,272198.20  ,1  ,
P1RLV944   ,1 ,0.42  ,5.81    ,1.18   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,14.54   ,2.95   ,34697.58   ,1  ,
P1RLV945   ,1 ,0.42  ,4.81    ,0.98   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,12.03   ,2.44   ,28712.39   ,1  ,
P1RLV946   ,1 ,0.42  ,7.26    ,1.47   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,18.15   ,3.68   ,43317.55   ,2  ,
P1RLV947   ,1 ,0.42  ,2.81    ,0.92   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,7.03    ,2.31   ,17853.11   ,1  ,
P1RLV948   ,1 ,0.42  ,6.21    ,1.26   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,15.53   ,3.15   ,37076.68   ,2  ,
P1RLV949   ,1 ,0.42  ,6.07    ,1.23   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,15.17   ,3.08   ,36212.02   ,2  ,
P1RLV950   ,1 ,0.42  ,5.15    ,1.05   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,12.88   ,2.62   ,30740.99   ,1  ,
P1RLV951   ,1 ,0.42  ,1.27    ,0.26   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,3.17    ,0.64   ,6672.75    ,1  ,
P1RLV952   ,1 ,0.42  ,2.48    ,0.82   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,6.20    ,2.04   ,15760.18   ,1  ,
P1RLV953   ,1 ,0.42  ,4.94    ,1.00   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,12.36   ,2.51   ,29494.03   ,1  ,
P1RLV954   ,1 ,0.42  ,6.69    ,1.36   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,16.74   ,3.40   ,39948.23   ,2  ,
P1RLV955   ,1 ,0.42  ,5.47    ,1.11   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,13.66   ,2.77   ,32614.33   ,1  ,
P1RLV956   ,1 ,0.42  ,2.05    ,0.67   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,5.12    ,1.68   ,13016.95   ,1  ,
P1RLV957   ,1 ,0.42  ,1.37    ,0.28   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,3.41    ,0.69   ,7180.65    ,1  ,
P1RLV958   ,1 ,0.42  ,4.84    ,0.98   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,12.09   ,2.46   ,28867.25   ,1  ,
P1RLV959   ,1 ,0.42  ,6.08    ,1.23   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,15.20   ,3.09   ,36295.07   ,2  ,
P1RLV960   ,1 ,0.42  ,2.10    ,0.43   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,5.24    ,1.06   ,10961.13   ,1  ,
P1RLV961   ,1 ,0.42  ,5.52    ,1.12   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,13.81   ,2.80   ,32962.76   ,1  ,
P1RLV962   ,1 ,0.42  ,5.49    ,1.11   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,13.72   ,2.79   ,32748.36   ,1  ,
P1RLV963   ,1 ,0.42  ,2.33    ,0.47   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,5.82    ,1.18   ,12155.09   ,1  ,
P1RLV964   ,1 ,0.42  ,3.52    ,0.71   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,8.79    ,1.78   ,19408.86   ,1  ,
P1RLV965   ,1 ,0.42  ,7.85    ,1.59   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,19.63   ,3.99   ,60519.93   ,1  ,
